Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2017,38282,Diesel,Manual,1,28.09,1248,88.5,5.0,10.2
2014,64000,Diesel,Automatic,1,19.27,2143,170.0,5.0,18.78
2015,32000,Diesel,Manual,1,20.5,1248,91.72,5.0,6.78
2010,83000,Petrol,Automatic,1,10.93,2497,204.0,5.0,19.8
2012,67200,Petrol,Manual,1,15.04,1598,103.6,5.0,4.68
2013,62655,Diesel,Automatic,1,18.88,1995,184.0,5.0,17.4
2015,16900,Diesel,Automatic,1,14.69,2993,258.0,5.0,52.8
2017,8471,Petrol,Manual,1,18.9,1197,81.86,5.0,6.0
2016,69000,Diesel,Automatic,1,11.36,2755,171.5,7.0,23.7
2017,30090,Diesel,Automatic,1,19.6,1461,108.45,5.0,13.73
2011,120000,Diesel,Manual,1,18.0,1248,75.0,5.0,2.1
2013,23000,Diesel,Manual,1,17.8,1248,112.0,5.0,6.72
2016,35939,Petrol,Manual,1,12.3,1796,185.0,5.0,36.5
2013,116694,Diesel,Manual,1,15.1,2179,140.0,7.0,11.48
2016,40448,Diesel,Manual,1,15.96,2523,62.1,7.0,4.2
2018,64456,Diesel,Manual,1,24.3,1248,88.5,5.0,12.55
2014,52782,Diesel,Manual,1,20.5,1248,91.72,5.0,5.82
2016,51672,Petrol,Manual,1,19.5,1199,88.76,5.0,6.82
2015,56073,Petrol,Automatic,1,13.7,1798,157.75,5.0,15.9
2011,65000,Diesel,Automatic,1,14.74,2993,270.9,5.0,19.2
2013,79000,Petrol,Manual,1,18.9,998,67.1,5.0,3.6
2007,43206,Petrol,Manual,1,17.0,1086,112.0,5.0,1.19
2010,70200,Petrol,Automatic,1,14.53,1798,138.1,5.0,6.0
2016,42000,Petrol,Manual,1,16.1,1197,85.0,5.0,5.7
2014,62000,Petrol,Manual,1,16.47,1198,74.0,5.0,6.42
2017,20000,Petrol,Manual,1,18.9,1197,81.86,5.0,7.18
2011,80000,Diesel,Manual,3,21.5,1248,88.8,5.0,4.2
2018,50234,Petrol,Manual,1,18.9,1197,81.86,5.0,5.72
2016,50003,Petrol,Manual,1,21.4,1197,83.1,5.0,6.54
2018,1000,Petrol,Automatic,1,20.3,1199,84.0,5.0,8.22
2016,54897,Diesel,Automatic,1,26.59,1248,74.0,5.0,8.76
2007,108995,Petrol,Manual,1,15.3,1193,65.3,5.0,1.5
2015,73000,Diesel,Manual,1,22.7,1598,118.0,5.0,9.9
2008,65000,Petrol,Manual,1,16.1,1298,88.2,5.0,3.25
2016,32000,Petrol,Manual,1,19.1,1197,82.0,5.0,4.32
2010,65000,Petrol,Manual,1,18.5,1197,80.0,5.0,3.6
2016,21600,Petrol,Automatic,1,23.1,998,67.04,5.0,5.58
2010,39000,Diesel,Automatic,1,14.84,2143,170.0,5.0,11.4
2011,58075,Petrol,Manual,1,17.5,1298,85.8,5.0,3.54
2011,58000,Petrol,Manual,1,15.04,1598,103.6,5.0,3.6
2015,58000,Diesel,Manual,1,25.2,1248,74.0,5.0,7.14
2008,89000,Petrol,Automatic,1,14.53,1798,138.1,5.0,4.8
2008,72000,Petrol,Manual,1,13.5,1799,130.0,5.0,3.0
2017,1800,Petrol,Automatic,1,16.05,1499,110.4,5.0,13.64
2010,172050,Diesel,Manual,2,19.0,1248,93.0,5.0,2.7
2013,46230,Petrol,Manual,1,19.81,1086,68.05,5.0,3.72
2014,86925,Diesel,Automatic,1,11.2,2400,215.0,5.0,20.62
2018,5000,Petrol,Manual,1,18.6,1197,81.83,5.0,7.8
2014,66000,Diesel,Manual,1,26.0,1498,98.6,5.0,6.84
2013,119000,Diesel,Manual,1,12.99,2494,100.0,8.0,9.6
2016,45000,Petrol,Manual,1,25.17,799,53.3,5.0,3.12
2009,66149,Petrol,Manual,1,19.0,998,66.1,5.0,2.94
2014,42070,Petrol,Automatic,1,14.8,1595,120.7,5.0,13.88
2012,35503,Petrol,Manual,1,18.9,998,67.1,5.0,2.76
2016,41460,Diesel,Manual,1,25.2,1248,74.0,5.0,7.08
2015,40600,Petrol,Automatic,1,17.0,1591,121.3,5.0,8.64
2013,87000,Diesel,Automatic,1,22.0,1582,126.2,5.0,7.08
2014,30000,Petrol,Manual,2,16.8,1497,116.3,5.0,7.2
2010,27089,Petrol,Manual,1,16.0,1086,66.7,5.0,2.34
2016,53702,Diesel,Manual,1,23.59,1364,67.04,5.0,7.86
2015,51000,Diesel,Automatic,1,27.03,1969,190.0,5.0,30.0
2012,36542,Diesel,Manual,1,20.0,1399,68.05,5.0,3.18
2017,15000,Diesel,Automatic,1,13.0,2987,265.0,5.0,83.4
2012,65000,Diesel,Automatic,1,22.69,1995,190.0,5.0,16.8
2014,32000,Petrol,Manual,2,22.74,796,47.3,5.0,2.52
2017,24393,Diesel,Manual,1,13.68,2393,147.8,7.0,24.48
2019,1000,Petrol,Manual,1,18.78,999,75.0,5.0,6.82
2014,28238,Petrol,Manual,1,13.24,1598,102.5,5.0,6.66
2013,59000,Diesel,Manual,1,13.5,2477,175.56,7.0,15.3
2012,92000,Petrol,Manual,2,14.8,1799,130.2,5.0,4.02
2013,56840,Petrol,Manual,1,22.74,796,47.3,5.0,1.86
2013,62746,Diesel,Manual,2,20.54,1598,103.6,5.0,7.08
2012,96000,Diesel,Automatic,1,12.35,2179,187.74,5.0,22.78
2014,24000,Petrol,Manual,1,13.7,1997,153.86,5.0,13.81
2016,54000,Diesel,Manual,1,20.77,1248,88.76,7.0,9.3
2016,90000,Diesel,Manual,1,12.99,2494,100.6,7.0,16.68
2010,40000,Petrol,Manual,1,15.0,1368,90.0,5.0,1.62
2015,65938,Diesel,Automatic,2,12.07,2967,241.4,7.0,45.6
2017,16100,Petrol,Automatic,1,17.1,1591,121.4,5.0,13.92
2017,3600,Diesel,Automatic,1,21.5,1498,108.5,5.0,14.7
2011,52000,Petrol,Manual,1,17.0,1497,118.0,5.0,4.56
2014,54000,Diesel,Manual,1,20.0,1399,68.05,5.0,3.9
2016,15399,Petrol,Manual,1,18.7,1199,88.7,5.0,7.68
2012,75000,Petrol,Manual,2,16.47,1198,73.9,5.0,4.74
2010,76752,Petrol,Manual,1,17.4,1497,117.3,5.0,4.28
2005,56000,Petrol,Manual,2,17.7,1497,78.0,5.0,1.5
2013,46125,Petrol,Automatic,2,12.0,2354,187.4,5.0,15.0
2014,35000,Diesel,Automatic,2,18.12,1995,190.0,5.0,27.6
2003,80000,Diesel,Manual,3,12.8,1489,35.5,5.0,1.62
2012,62729,Diesel,Manual,1,12.05,2179,120.0,8.0,7.58
2012,34000,Diesel,Manual,1,20.54,1598,103.6,5.0,4.08
1999,70000,Petrol,Manual,2,17.3,993,60.0,5.0,0.92
2009,32000,Petrol,Manual,1,16.1,796,37.0,4.0,1.08
2017,21000,Petrol,Automatic,1,14.28,1798,138.03,5.0,21.6
2013,49000,Petrol,Automatic,1,14.59,1997,245.0,5.0,22.8
2007,40000,Petrol,Manual,3,13.8,1299,70.0,5.0,1.32
2012,78000,Petrol,Manual,2,18.6,1199,79.4,5.0,2.4
2012,52000,Diesel,Manual,1,21.43,1364,86.79,5.0,7.8
2014,65213,Diesel,Manual,1,16.0,2179,140.0,7.0,11.34
2016,170000,Diesel,Manual,1,24.4,1120,71.0,5.0,4.8
2017,36884,Diesel,Automatic,1,13.0,2143,204.0,5.0,38.7
2009,62500,Petrol,Manual,1,20.36,1197,78.9,5.0,2.52
2015,68000,Petrol,Automatic,2,14.28,1798,138.03,5.0,11.7
2014,40748,Petrol,Manual,1,14.53,1798,138.0,5.0,7.56
2013,60000,Diesel,Automatic,1,17.32,1968,184.0,5.0,25.2
2014,12400,Diesel,Manual,1,21.9,1396,88.8,5.0,5.58
2013,87000,Diesel,Automatic,2,19.27,2143,167.62,5.0,20.4
2013,20248,Diesel,Manual,1,21.1,1248,73.9,5.0,5.22
2017,52383,Diesel,Manual,1,19.67,1582,126.2,5.0,17.78
2018,1000,Diesel,Automatic,1,13.6,1999,177.0,5.0,48.0
2016,85000,Diesel,Manual,1,14.95,2489,93.7,7.0,7.38
2014,47000,Diesel,Manual,1,12.99,2494,100.6,7.0,13.5
2018,17585,Petrol,Automatic,1,19.16,2494,157.7,5.0,38.4
2018,32496,Diesel,Automatic,1,13.22,2967,241.4,5.0,54.74
2017,34613,Diesel,Manual,1,28.4,1248,74.0,5.0,7.49
2015,153000,Diesel,Manual,1,20.77,1248,88.76,7.0,5.76
2014,54000,Petrol,Manual,2,16.1,1197,85.0,5.0,5.4
2015,16900,Petrol,Manual,1,20.36,1197,78.9,5.0,4.64
2013,62334,Petrol,Manual,1,20.36,1197,78.9,5.0,3.3
2018,23714,Petrol,Manual,1,21.4,1197,83.1,5.0,7.88
2010,52325,Petrol,Manual,1,16.36,1495,93.7,5.0,2.4
2012,50000,Petrol,Manual,1,19.4,1198,86.8,5.0,4.38
2016,55746,Diesel,Manual,1,22.9,1248,74.0,5.0,8.34
2014,54000,Petrol,Manual,1,20.14,1197,81.86,5.0,6.6
2013,43000,Diesel,Manual,1,16.0,2179,140.0,7.0,8.4
2014,40000,Diesel,Automatic,1,13.0,2143,201.1,5.0,28.8
2010,125000,Diesel,Automatic,2,0.0,2179,115.0,5.0,13.2
2016,51944,Diesel,Automatic,1,19.27,2143,170.0,5.0,39.0
2015,46950,Diesel,Manual,1,21.27,1396,88.76,5.0,7.74
2015,23000,Diesel,Automatic,1,19.3,1968,141.0,5.0,18.9
2014,54546,Petrol,Manual,1,17.0,1497,118.0,5.0,6.6
2015,51535,Diesel,Automatic,1,12.55,2982,168.5,7.0,22.84
2013,45000,Diesel,Automatic,1,17.32,1968,184.0,5.0,18.3
2012,46004,Petrol,Manual,1,20.92,998,67.1,5.0,2.88
2011,124000,Diesel,Manual,1,23.03,1396,69.0,5.0,2.76
2014,77395,Diesel,Automatic,1,17.11,1968,174.33,5.0,17.22
2018,22974,Petrol,Automatic,1,18.0,1497,117.3,5.0,14.36
2009,89000,Petrol,Manual,2,0.0,999,112.0,5.0,1.92
2015,65012,Diesel,Manual,1,14.24,2755,174.5,7.0,22.68
2017,17125,Petrol,Manual,1,18.9,1197,82.0,5.0,6.48
2015,90413,Petrol,Manual,1,15.1,1196,73.0,7.0,3.54
2013,37000,Petrol,Manual,1,16.47,1198,73.9,5.0,6.12
2006,65000,Petrol,Manual,1,18.9,1061,67.0,5.0,1.8
2011,66000,Petrol,Manual,1,17.0,1497,118.0,5.0,5.88
2010,86000,Petrol,Manual,1,14.8,1799,130.2,5.0,3.48
2005,98437,Petrol,Manual,1,13.0,1493,100.0,5.0,1.38
2010,18000,Petrol,Manual,1,18.5,1197,80.0,5.0,2.76
2018,35070,Diesel,Manual,1,24.0,1120,70.0,5.0,7.19
2011,42000,Petrol,Automatic,3,14.4,1598,103.6,5.0,4.08
2009,40000,Petrol,Manual,1,20.36,1197,78.9,5.0,2.04
2009,43000,Petrol,Manual,1,17.0,1197,80.0,5.0,2.39
2012,65000,Petrol,Manual,1,18.6,1199,79.4,5.0,3.0
2013,74000,Diesel,Manual,1,22.07,1199,73.9,5.0,5.82
2010,51192,Petrol,Manual,1,15.6,1196,70.0,5.0,3.18
2014,14262,Petrol,Automatic,1,9.9,1984,207.8,2.0,32.82
2015,66339,Diesel,Manual,2,25.1,1498,98.6,5.0,8.28
2013,90200,Diesel,Manual,1,20.0,1399,68.05,5.0,4.2
2015,57854,Diesel,Manual,1,12.99,2494,100.6,7.0,15.0
2017,32000,Petrol,Automatic,1,19.12,1373,91.1,5.0,11.04
2015,29631,Petrol,Automatic,1,18.9,1197,82.0,5.0,5.88
2014,54173,Petrol,Manual,1,18.88,999,123.24,5.0,6.66
2014,50000,Petrol,Automatic,1,14.7,1798,177.6,5.0,16.2
2010,145000,Diesel,Manual,1,20.4,1248,91.7,5.0,3.12
2015,78000,Petrol,Manual,1,16.1,1298,88.2,5.0,5.4
2013,65000,Diesel,Automatic,2,11.8,2993,180.0,7.0,40.8
2012,120000,Diesel,Manual,1,12.8,2494,102.0,7.0,14.4
2015,14000,Diesel,Manual,1,28.4,1248,74.0,5.0,6.3
2014,57456,Diesel,Automatic,1,17.68,1968,174.33,5.0,25.87
2012,44450,Diesel,Automatic,1,22.48,1995,190.0,5.0,29.62
2013,63777,Petrol,Manual,1,18.5,1197,82.9,5.0,4.4
2016,31000,Diesel,Automatic,1,17.05,1995,190.0,5.0,35.4
2012,60000,Petrol,Manual,1,17.6,1496,88.73,5.0,3.72
2015,78008,Diesel,Manual,1,17.0,1405,70.0,5.0,3.48
2014,33000,Diesel,Automatic,2,0.0,2987,165.0,5.0,51.6
2009,27078,Petrol,Automatic,1,10.98,1984,114.4,4.0,19.14
2011,57275,Diesel,Manual,1,19.7,1598,103.6,5.0,5.4
2014,45000,Diesel,Manual,1,24.0,1120,70.0,5.0,4.19
2014,57319,Diesel,Manual,1,25.2,1248,74.0,5.0,5.1
2008,121097,Diesel,Manual,2,24.0,1396,88.76,5.0,2.28
2011,89000,Diesel,Automatic,1,16.73,1995,218.0,5.0,19.88
2012,72000,Petrol,Manual,1,17.0,1497,118.0,5.0,6.9
2013,36000,Diesel,Automatic,2,16.55,1968,147.51,5.0,16.8
2013,86000,Diesel,Manual,2,19.5,1248,75.0,5.0,3.0
2002,85000,Petrol,Manual,1,13.0,1343,90.0,5.0,1.44
2005,120000,Petrol,Manual,2,15.5,1242,112.0,5.0,1.02
2013,37613,Diesel,Automatic,1,22.69,1995,190.0,5.0,16.74
2007,100000,Petrol,Manual,1,16.6,1388,68.0,5.0,1.92
2016,5240,Petrol,Automatic,1,21.9,624,37.48,4.0,4.32
2019,16862,Petrol,Manual,1,20.89,1197,81.8,5.0,7.27
2013,59254,Petrol,Manual,2,17.5,1298,85.8,5.0,6.35
2014,60000,Diesel,Manual,1,22.7,1498,89.84,5.0,6.9
2014,47674,Petrol,Manual,1,19.1,1197,85.8,5.0,6.86
2014,61517,Petrol,Automatic,1,16.95,1197,78.9,5.0,5.27
2016,62946,Diesel,Manual,1,15.1,2179,140.0,7.0,13.26
2015,66823,Diesel,Manual,2,22.54,1396,88.73,5.0,5.8
2012,107000,Diesel,Manual,2,21.27,1396,88.76,5.0,5.4
2011,55000,Diesel,Automatic,2,16.46,2993,258.0,5.0,23.4
2017,24000,Petrol,Automatic,1,14.3,1598,103.52,5.0,10.5
2016,20002,Diesel,Automatic,1,14.75,2967,245.0,7.0,80.4
2016,54317,Petrol,Manual,1,17.4,1497,117.3,5.0,10.08
2016,10200,Petrol,Manual,1,19.1,1197,82.0,5.0,5.99
2016,24337,Diesel,Manual,1,26.0,1498,98.6,5.0,9.82
2012,79000,Petrol,Manual,1,18.4,1198,86.8,5.0,3.48
2015,40500,Diesel,Manual,1,28.09,1248,88.5,5.0,8.52
2016,23000,Diesel,Manual,1,26.59,1248,74.0,5.0,8.46
2015,63050,Petrol,Automatic,1,11.1,2354,158.8,5.0,21.0
2008,78000,Petrol,Automatic,2,14.53,1794,138.1,5.0,4.09
2005,70000,Petrol,Manual,1,0.0,1590,112.0,5.0,1.56
2012,66245,Petrol,Manual,1,17.0,1497,118.0,5.0,6.82
2007,74112,Diesel,Manual,1,12.05,2179,120.0,9.0,4.92
2011,87670,Petrol,Manual,1,13.4,1798,157.8,5.0,4.8
2015,10000,Diesel,Automatic,1,18.88,1995,184.0,5.0,36.0
2007,62493,Petrol,Manual,1,15.0,1586,104.68,5.0,2.16
2015,44620,Petrol,Manual,1,20.73,1373,91.1,5.0,8.32
2012,66538,Diesel,Automatic,1,10.2,4367,308.0,7.0,84.0
2013,60000,Diesel,Manual,1,12.99,2494,100.0,7.0,9.48
2011,20842,Petrol,Manual,1,0.0,1086,62.0,5.0,3.34
2014,110000,Diesel,Automatic,1,13.01,2199,194.3,7.0,17.28
2011,45000,Petrol,Automatic,2,11.74,1796,186.0,5.0,16.2
2012,49008,Petrol,Manual,1,19.7,796,46.3,5.0,3.46
2016,31000,Petrol,Manual,1,24.7,796,47.3,5.0,2.58
2013,8000,Petrol,Manual,1,16.95,1498,97.7,5.0,4.5
2019,171,Petrol,Manual,1,24.7,796,47.3,5.0,4.32
2018,2100,Petrol,Manual,1,24.07,998,67.1,5.0,4.32
2018,20667,Petrol,Automatic,1,18.9,1197,81.86,5.0,9.06
2015,50000,Diesel,Manual,1,24.2,1498,98.6,7.0,5.64
2010,100030,Diesel,Manual,2,18.8,1248,90.0,5.0,1.92
2011,75372,Diesel,Manual,1,16.52,1991,123.7,5.0,4.01
2016,60475,Petrol,Automatic,1,18.0,1497,117.3,5.0,10.92
2019,18453,Petrol,Manual,1,18.9,1197,81.86,5.0,7.4
2008,96578,Diesel,Manual,1,22.0,1582,126.2,5.0,3.0
2016,31001,Petrol,Manual,1,18.44,1198,75.0,5.0,3.6
2012,65900,Diesel,Manual,1,22.32,1582,126.32,5.0,6.9
2017,26246,Petrol,Manual,1,15.29,1591,121.3,5.0,12.9
2013,62700,Petrol,Manual,2,20.51,998,67.04,5.0,3.42
2008,90000,Petrol,Automatic,1,10.2,2354,180.0,5.0,7.8
2016,36000,Petrol,Automatic,1,16.8,1497,118.0,5.0,11.34
2016,46000,Diesel,Manual,1,27.39,1248,74.0,5.0,8.1
2017,73003,Diesel,Manual,1,26.0,1498,98.6,5.0,9.3
2014,46566,Diesel,Manual,1,22.54,1396,88.76,5.0,5.28
2015,41493,Diesel,Automatic,1,13.0,2987,265.0,5.0,50.4
2014,103788,Diesel,Manual,1,19.01,1461,108.5,5.0,6.8
2016,45000,Diesel,Automatic,1,19.6,1461,108.45,5.0,13.8
2009,120000,Petrol,Manual,1,18.9,998,67.1,5.0,2.03
2009,97359,Diesel,Manual,2,17.1,1493,110.0,5.0,2.16
2016,62000,Petrol,Manual,1,18.5,1197,85.8,5.0,3.84
2019,18373,Diesel,Automatic,1,22.48,1995,187.74,5.0,55.03
2016,60453,Petrol,Manual,1,16.47,1198,74.0,5.0,6.12
2013,37000,Diesel,Manual,1,17.8,1248,112.0,5.0,5.82
2010,69009,Petrol,Manual,2,15.6,1196,70.0,5.0,2.88
2013,30000,Diesel,Automatic,1,18.88,1995,184.0,5.0,26.4
2012,70707,Diesel,Manual,1,22.32,1582,126.32,5.0,5.14
2015,64677,Diesel,Manual,1,20.45,1461,83.8,5.0,6.8
2018,3000,Petrol,Automatic,1,18.9,1197,81.86,5.0,7.44
2013,49000,Diesel,Automatic,2,17.05,1995,184.0,5.0,17.39
2010,71000,Diesel,Manual,1,21.1,1248,73.9,5.0,3.6
2010,52000,Petrol,Manual,2,19.81,1086,68.05,5.0,2.7
2016,35659,Diesel,Automatic,1,15.97,2993,258.0,7.0,52.54
2019,5377,Petrol,Manual,1,16.8,1497,116.3,5.0,13.74
2014,65000,Diesel,Automatic,1,11.18,2696,184.0,7.0,12.6
2015,92708,Diesel,Manual,1,22.7,1498,89.84,5.0,8.98
2010,48105,Petrol,Manual,1,19.7,796,46.3,5.0,3.72
2011,46759,Petrol,Manual,1,16.47,1198,74.0,5.0,3.06
2013,62000,Diesel,Manual,1,22.07,1199,73.9,5.0,4.2
2012,35175,Diesel,Manual,1,22.07,1199,73.9,5.0,3.11
2013,70000,Diesel,Manual,1,20.77,1248,88.8,7.0,6.54
2017,30000,Diesel,Manual,1,22.77,1498,98.59,5.0,7.2
2016,66618,Diesel,Automatic,1,11.36,2755,171.5,7.0,18.59
2010,69300,Petrol,Automatic,2,10.8,2497,150.0,5.0,15.0
2017,148000,Diesel,Manual,1,23.4,1248,74.0,5.0,5.7
2017,22000,Petrol,Manual,1,18.88,999,123.24,5.0,9.42
2013,75000,Diesel,Manual,1,16.8,1493,110.0,5.0,7.2
2016,43706,Petrol,Manual,1,17.57,1193,88.7,5.0,4.8
2011,42000,Diesel,Automatic,1,14.4,2967,241.4,5.0,34.5
2012,65000,Diesel,Manual,1,22.3,1248,74.0,5.0,3.0
2015,76128,Diesel,Manual,1,26.59,1248,74.0,5.0,6.6
2010,39852,Petrol,Manual,1,16.0,1368,90.0,5.0,1.91
2017,18673,Petrol,Manual,1,18.6,1197,81.83,5.0,7.46
2016,11583,Petrol,Manual,1,21.1,814,55.2,5.0,3.3
2007,82000,Petrol,Manual,2,0.0,1086,112.0,5.0,1.62
2017,50000,Diesel,Automatic,1,17.9,2143,136.0,5.0,30.0
2014,77000,Petrol,Manual,1,23.1,998,67.04,5.0,3.36
2014,54890,Petrol,Manual,2,17.8,1199,76.8,5.0,2.94
2016,21000,Petrol,Automatic,1,19.0,1199,88.7,5.0,7.62
2009,58557,Diesel,Automatic,3,16.07,1995,181.0,5.0,9.6
2014,70000,Diesel,Manual,1,19.01,1461,108.45,5.0,9.9
2017,16000,Petrol,Automatic,1,17.01,1499,110.4,5.0,7.14
2018,8899,Diesel,Manual,1,13.68,2393,147.8,7.0,23.9
2016,83629,Diesel,Manual,1,25.44,936,56.3,5.0,3.78
2014,35059,Petrol,Automatic,1,17.21,1798,189.0,4.0,6.9
2018,30552,Diesel,Automatic,1,10.91,3198,197.2,7.0,38.93
2016,44875,Diesel,Automatic,2,22.32,1582,126.32,5.0,9.61
2017,25095,Petrol,Manual,1,18.16,1196,86.8,5.0,7.78
2007,59000,Petrol,Manual,1,16.1,796,37.0,4.0,0.9
2014,36000,Diesel,Manual,1,26.0,1498,98.6,5.0,6.0
2012,37000,Diesel,Manual,1,16.0,2179,140.0,7.0,9.3
2010,90000,Diesel,Manual,1,20.0,1399,68.0,5.0,3.12
2018,17000,Petrol,Manual,1,17.0,1497,121.36,5.0,11.04
2015,42575,Petrol,Manual,1,18.6,1197,81.83,5.0,6.06
2012,131000,Diesel,Manual,1,12.99,2494,100.0,7.0,11.52
2013,74000,Diesel,Manual,1,20.46,1461,83.8,5.0,6.6
2013,47234,Diesel,Manual,1,12.99,2494,100.6,8.0,11.22
2009,231673,Petrol,Manual,1,17.0,1497,118.0,5.0,3.12
2016,10000,Petrol,Manual,1,24.07,998,67.1,5.0,4.2
2016,49389,Petrol,Manual,1,19.49,1198,67.04,5.0,5.11
2016,12000,Petrol,Automatic,2,23.1,998,67.04,5.0,5.1
2010,65000,Petrol,Manual,2,11.7,1796,178.0,5.0,14.1
2013,177000,Diesel,Manual,1,23.5,1498,88.7,5.0,4.2
2015,89000,Petrol,Manual,1,17.01,1591,121.3,5.0,9.0
2009,72000,Petrol,Automatic,3,15.0,1396,100.0,5.0,3.9
2012,49000,Petrol,Manual,1,17.5,1298,85.8,5.0,5.88
2014,51355,Diesel,Automatic,1,14.84,2143,170.0,5.0,32.4
2017,13460,Petrol,Manual,1,18.6,1197,81.86,5.0,10.69
2014,35642,Petrol,Automatic,1,17.01,1591,121.4,5.0,8.03
2014,52895,Diesel,Manual,1,17.3,1998,163.7,5.0,7.22
2010,93000,Petrol,Manual,1,14.28,1798,138.03,5.0,5.4
2011,70000,Petrol,Manual,1,19.0,998,66.1,5.0,2.4
2012,32048,Diesel,Manual,1,23.08,1461,63.1,5.0,2.88
2013,4700,Petrol,Manual,1,25.4,624,37.48,4.0,1.44
2014,71800,Diesel,Manual,1,23.4,1248,74.0,5.0,3.48
2016,45000,Diesel,Automatic,1,17.32,1968,184.0,5.0,32.4
2016,15388,Diesel,Manual,1,25.8,1498,98.6,5.0,9.0
2004,98798,Petrol,Manual,1,14.7,1599,104.0,5.0,1.8
2016,43000,Diesel,Automatic,1,14.16,1968,174.3,5.0,47.4
2012,85112,Diesel,Manual,1,23.2,1248,73.94,5.0,4.07
2018,37804,Diesel,Manual,1,15.4,2179,120.0,7.0,14.88
2014,45000,Diesel,Manual,1,28.09,1248,88.5,5.0,8.22
2011,116000,Diesel,Manual,2,21.43,1364,138.0,5.0,6.9
2015,100073,Diesel,Manual,2,25.0,1396,69.0,5.0,2.4
2006,165000,Petrol,Manual,1,16.1,796,37.0,4.0,1.08
2015,22000,Petrol,Manual,1,16.47,1198,74.0,5.0,4.56
2017,9500,Petrol,Automatic,1,14.62,1999,149.92,5.0,19.62
2012,152000,Diesel,Automatic,1,11.5,2982,169.0,7.0,19.8
2019,17705,Petrol,Manual,1,21.4,1197,83.1,5.0,10.44
2016,12000,Petrol,Manual,1,21.4,1197,83.1,5.0,7.32
2013,51000,Diesel,Automatic,1,23.8,1998,112.0,5.0,26.33
2009,42000,Diesel,Automatic,2,13.0,2987,210.0,5.0,26.4
2015,51000,Petrol,Manual,1,20.92,998,67.1,5.0,3.18
2017,42527,Petrol,Manual,1,20.4,1197,81.8,5.0,6.32
2014,45000,Diesel,Manual,1,22.1,1248,74.0,5.0,2.98
2011,70000,Diesel,Manual,1,12.8,2494,102.0,8.0,7.2
2009,92000,Diesel,Manual,1,11.5,2982,171.0,7.0,10.68
2012,57156,Diesel,Automatic,2,18.88,1995,184.0,5.0,21.6
2016,53211,Petrol,Manual,1,16.8,1395,138.02,5.0,13.97
2019,80000,Diesel,Manual,1,11.5,2982,171.0,7.0,10.79
2009,74000,Diesel,Automatic,1,15.5,1896,105.0,5.0,6.3
2011,37000,Diesel,Manual,1,23.0,1396,90.0,5.0,3.54
2013,64000,Diesel,Manual,2,21.02,1248,88.76,5.0,3.18
2013,57197,Petrol,Manual,1,15.04,1598,103.6,5.0,4.8
2016,55000,Diesel,Automatic,1,17.6,1582,126.2,5.0,15.0
2014,33000,Petrol,Manual,1,21.1,1197,85.8,5.0,3.9
2008,70000,Petrol,Manual,1,13.1,1997,141.1,5.0,4.8
2012,75000,Diesel,Manual,2,15.1,2179,140.0,7.0,7.5
2016,58095,Diesel,Manual,1,21.66,1498,108.62,5.0,6.96
2015,7445,Petrol,Manual,1,17.57,1193,88.7,5.0,6.0
2016,17652,Diesel,Automatic,1,12.9,2993,270.88,5.0,70.48
2018,28321,Petrol,Automatic,1,14.28,1798,138.03,5.0,20.99
2011,69000,Petrol,Manual,2,19.0,998,66.1,5.0,2.34
2007,80000,Petrol,Automatic,1,11.1,2354,142.0,5.0,3.6
2014,42365,Petrol,Manual,1,17.0,1197,80.0,5.0,6.6
2013,123000,Diesel,Automatic,1,12.55,2982,168.5,7.0,19.8
2011,40000,Petrol,Automatic,2,11.74,1796,186.0,5.0,17.4
2016,30112,Diesel,Manual,1,27.39,1248,74.0,5.0,9.35
2017,43775,Diesel,Manual,1,20.77,1248,88.76,7.0,9.92
2019,26013,Diesel,Automatic,1,12.65,2993,255.0,5.0,116.48
2012,56000,Petrol,Manual,1,12.9,1598,102.5,5.0,2.58
2008,95000,Petrol,Automatic,2,12.9,1799,130.0,5.0,3.6
2014,41089,Diesel,Automatic,1,16.09,1995,184.0,5.0,34.55
2011,41988,Diesel,Automatic,1,20.0,1968,138.1,5.0,6.54
2013,72486,Diesel,Manual,1,23.4,1248,74.0,5.0,4.74
2013,92000,Diesel,Automatic,1,23.3,1984,150.0,5.0,19.2
2013,40000,Petrol,Manual,1,17.5,1298,85.8,5.0,5.1
2014,56000,Diesel,Automatic,1,12.7,2179,187.7,5.0,41.4
2008,125000,Petrol,Automatic,3,11.7,2354,177.6,5.0,3.12
2017,29219,Diesel,Manual,1,12.99,2494,100.6,8.0,16.18
2018,39927,Diesel,Manual,1,12.55,2982,168.5,7.0,38.52
2018,38593,Petrol,Manual,1,18.7,1199,88.7,5.0,7.4
2015,32000,Petrol,Manual,1,17.0,1497,118.0,5.0,6.6
2017,28226,Diesel,Automatic,1,28.4,1248,73.75,5.0,10.98
2014,95000,Diesel,Manual,1,21.64,1461,84.8,5.0,5.4
2014,194000,Diesel,Manual,1,12.99,2494,100.6,8.0,12.6
2016,14821,Petrol,Manual,1,19.4,1198,86.8,5.0,6.44
2012,52000,Petrol,Manual,1,15.04,1598,103.6,5.0,6.54
2016,33000,Diesel,Manual,1,16.0,2179,140.0,7.0,11.1
2016,29200,Diesel,Manual,1,23.0,1498,98.96,5.0,9.24
