Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2018,5456,Diesel,Manual,1,28.4,1248,74,5.0,10380.0
2017,7500,Petrol,Automatic,1,23.1,998,67.04,5.0,6000.0
2011,66000,Diesel,Manual,1,15.1,2179,140,7.0,6600.0
2010,66770,Petrol,Manual,2,20.36,1197,78.9,5.0,3120.0
2014,58472,Petrol,Manual,1,19.81,1086,68.05,5.0,4092.0
2011,46687,Petrol,Manual,1,22.0,1197,81.80,5.0,3240.0
2012,7000,Petrol,Automatic,1,14.33,1984,226.6,4.0,42000.0
2011,48000,Petrol,Automatic,2,14.74,1991,184,5.0,11700.0
2013,47000,Diesel,Manual,1,21.64,1461,84.8,5.0,5100.0
2015,51530,Petrol,Manual,1,18.9,998,67.1,5.0,3840.000000000001
2014,25789,Diesel,Manual,2,23.4,1248,74,5.0,8219.999999999998
2015,48000,Diesel,Manual,1,25.8,1498,98.6,5.0,5400.0
2012,52000,Diesel,Manual,1,28.4,1248,74,5.0,4260.0
2010,95637,CNG,Manual,2,13.2,1495,93.7,5.0,2280.0
2008,131000,Diesel,Manual,1,10.5,2609,120,7.0,4320.0
2015,42076,Diesel,Automatic,1,13.0,2143,201.1,5.0,26160.0
2012,76000,Diesel,Manual,2,13.0,2982,168.5,7.0,16200.0
2016,20487,Petrol,Manual,1,22.7,799,53.64,5.0,3192.0
2010,43000,Petrol,Manual,2,16.8,1497,116.3,5.0,4500.0
2018,17000,Petrol,Automatic,1,19.16,2494,158.2,5.0,38400.0
2016,60805,Diesel,Manual,1,26.0,1498,98.6,5.0,9684.0
2012,58775,Diesel,Manual,1,19.33,1968,138.1,5.0,6768.000000000001
2013,70181,Diesel,Automatic,1,17.68,1968,174.33,5.0,28787.999999999996
2016,85827,Diesel,Manual,1,20.77,1248,88.76,7.0,9000.0
2016,58205,Diesel,Automatic,1,19.27,2143,167.62,5.0,32400.0
2008,91000,Diesel,Manual,2,19.3,1248,73.9,5.0,3420.0
2012,74000,Diesel,Manual,1,19.01,1461,108.45,5.0,7620.0
2010,79324,Diesel,Manual,1,21.1,1248,73.9,5.0,3960.0
2013,38623,Petrol,Manual,1,19.1,1197,85.8,5.0,6000.0
2014,59923,Diesel,Manual,1,22.9,1248,74,5.0,7752.000000000001
2017,23360,Petrol,Manual,1,21.1,814,55.2,5.0,4500.0
2003,61495,Petrol,Manual,3,17.3,993,60,5.0,1824.0
2012,56661,Petrol,Manual,1,15.1,1196,73,7.0,4332.0
2017,40318,Diesel,Automatic,1,14.16,1968,174.3,5.0,52488.0
2014,60000,Diesel,Automatic,1,15.73,1968,174.33,5.0,24000.0
2008,103000,Diesel,Automatic,2,0.0,799,112,2.0,3600.0000000000005
2010,130000,Diesel,Manual,1,19.3,1248,73.9,5.0,4380.0
2013,20000,Diesel,Manual,1,14.07,1978,83.1,10.0,6300.000000000001
2016,76000,Diesel,Automatic,1,15.97,2993,258,7.0,69600.00000000001
2015,30000,Petrol,Automatic,1,18.0,1497,117.3,5.0,10380.0
2015,150000,Diesel,Manual,1,25.0,1396,69.01,5.0,3000.0
2014,28000,Petrol,Automatic,1,16.93,1197,103.6,5.0,9300.0
2015,74000,Petrol,Manual,1,23.1,998,67.04,5.0,4980.0
2011,75000,Diesel,Manual,1,11.5,2982,171,7.0,13020.000000000002
2010,76000,Petrol,Automatic,2,11.3,2360,170,5.0,6636.0
2014,64889,Diesel,Automatic,1,15.5,1896,105,5.0,13800.0
2010,10000,Petrol,Manual,1,9.0,3436,112,2.0,48000.0
2015,43000,Diesel,Manual,1,19.67,1582,126.2,5.0,11100.0
2011,47490,Petrol,Manual,1,17.5,1198,75,5.0,2748.0
2015,80000,Diesel,Manual,1,22.77,1498,98.59,5.0,8400.0
2007,60000,Petrol,Manual,2,18.2,1061,64,5.0,1980.0
2017,6006,Petrol,Manual,1,20.73,1373,91.1,5.0,9900.0
2011,71703,Petrol,Automatic,1,14.74,1991,181.03,5.0,10968.0
2016,33000,Petrol,Manual,1,17.8,1198,86.7,5.0,7800.0
2012,60000,Diesel,Manual,1,23.59,1364,112,5.0,3540.0
2015,91000,Diesel,Manual,1,19.87,1461,83.8,5.0,6900.0
2012,72000,LPG,Manual,1,26.2,998,58.2,5.0,3420.0
2011,43000,Petrol,Manual,2,16.47,1198,73.9,5.0,2520.0
2017,63770,Diesel,Manual,1,19.67,1582,126.2,5.0,16260.0
2012,43510,Diesel,Automatic,1,14.74,2993,270.9,5.0,24600.0
2017,52000,Diesel,Manual,1,16.3,1956,170,5.0,24000.0
2018,31427,Diesel,Automatic,1,15.68,1999,177,5.0,71664.0
2016,29000,Diesel,Manual,1,27.39,1248,74,5.0,7800.0
2016,56000,Diesel,Manual,1,28.09,1248,88.5,5.0,9000.0
2007,76000,Petrol,Manual,2,15.0,1586,104.68,5.0,2580.0
2015,53615,Diesel,Manual,1,22.7,1582,126.24,5.0,10128.0
2013,132000,Diesel,Manual,1,13.5,2477,175.56,7.0,14988.0
2017,14800,Petrol,Manual,1,17.0,1198,73.75,5.0,6576.000000000002
2013,35433,Petrol,Manual,1,18.5,1197,85.80,5.0,5040.0
2013,82966,Diesel,Manual,1,16.8,1493,110,5.0,8640.0
2014,96000,Diesel,Manual,1,23.4,1248,74,5.0,5760.0
2017,39528,Diesel,Manual,1,25.32,1198,77,6.0,6996.000000000001
2018,92056,Diesel,Manual,1,13.68,2393,147.8,7.0,22068.0
2016,14930,Petrol,Manual,1,21.4,1197,83.1,5.0,7020.0
2016,38000,Diesel,Manual,1,27.3,1498,98.6,5.0,7452.0
2013,71000,Petrol,Manual,1,17.0,1197,80,5.0,4380.0
2012,71000,Diesel,Manual,1,23.0,1396,90,5.0,4440.0
2015,50000,Diesel,Automatic,1,19.27,2143,167.62,5.0,36000.0
2016,48163,Petrol,Manual,1,19.1,1197,82,5.0,5820.0
2017,19168,Petrol,Automatic,1,18.9,1197,82,5.0,8316.0
2016,26000,Petrol,Manual,1,22.74,796,47.3,5.0,3120.0
2014,37400,Petrol,Manual,1,18.2,1199,82.5,5.0,2268.0
2018,8682,Diesel,Automatic,1,0.0,1950,194,5.0,47399.99999999999
2012,95000,Petrol,Automatic,1,13.7,1798,157.75,5.0,12000.0
2009,34000,Diesel,Automatic,1,16.55,1968,147.51,5.0,11940.0
2014,95000,Diesel,Manual,2,12.8,2494,102,8.0,11340.0
2017,13689,Diesel,Automatic,1,17.9,2143,136,5.0,33900.0
2008,84000,Petrol,Manual,2,19.81,1086,68.05,5.0,2160.0
2008,47000,Petrol,Manual,2,17.5,1298,85.8,5.0,1680.0
2015,60001,Diesel,Automatic,1,21.66,1498,103.52,5.0,8700.000000000002
2012,96000,Diesel,Manual,1,21.1,1248,73.9,5.0,4320.0
2004,47300,Petrol,Manual,2,14.4,1599,94,5.0,1440.0
2014,28246,Petrol,Manual,2,17.8,1198,86.7,5.0,5928.000000000001
2007,65000,Petrol,Manual,2,18.9,998,67.1,5.0,1500.0
2013,68000,Diesel,Manual,2,22.07,1199,73.9,5.0,5760.0
2019,11209,Diesel,Automatic,1,12.62,2198,158,7.0,37379.99999999999
2011,41980,Petrol,Manual,2,17.0,1197,80,5.0,3960.0
2012,65000,Diesel,Manual,1,25.44,936,57.6,5.0,2880.0
2010,38000,Petrol,Manual,1,14.8,1799,130.2,5.0,2400.0
2014,51000,Petrol,Manual,1,20.51,998,67.04,5.0,3720.0
2014,33855,Petrol,Manual,1,15.0,1598,103.6,5.0,6107.999999999999
2006,146000,Petrol,Manual,2,15.4,1590,94,5.0,1260.0
2015,47037,Diesel,Manual,2,22.77,1498,98.59,5.0,8400.0
2010,58000,Petrol,Manual,2,13.2,1495,94,5.0,3000.0
2012,61240,Diesel,Automatic,1,22.48,1995,190,5.0,21000.0
2011,91211,Petrol,Manual,1,20.92,998,67.1,5.0,2520.0
2013,84000,Diesel,Automatic,1,15.73,1968,174.33,5.0,21300.0
2008,64226,LPG,Manual,1,17.3,1061,57.5,5.0,1740.0000000000002
2005,67000,Petrol,Automatic,2,11.3,1794,125,5.0,2940.0
2011,106976,Diesel,Automatic,1,13.5,2400,215,5.0,16560.000000000004
2016,27210,Diesel,Manual,1,27.3,1498,98.6,5.0,7020.0
2017,26322,Diesel,Manual,1,28.09,1248,88.5,5.0,10680.0
2016,9107,Petrol,Manual,1,20.4,1197,81.80,5.0,6180.0
2015,63983,Diesel,Automatic,1,19.27,2143,170,5.0,19872.0
2010,134000,Petrol,Manual,2,18.9,1061,67,5.0,1980.0
2015,11000,Petrol,Automatic,1,15.5,1595,120.7,5.0,19200.0
2008,93000,Petrol,Manual,1,0.0,1086,62,5.0,1740.0000000000002
2017,24852,Diesel,Automatic,1,26.59,1248,74,5.0,9696.0
2014,37632,Petrol,Automatic,1,18.9,1197,82,5.0,5400.0
2013,55000,Petrol,Manual,2,16.95,1498,97.7,5.0,5160.0
2010,81448,Petrol,Manual,1,19.0,998,66.1,5.0,3120.0
2018,1900,Petrol,Manual,1,25.17,799,53.3,5.0,5340.0
2012,54957,Petrol,Automatic,1,17.1,1591,121.4,5.0,6443.999999999998
2008,55000,Petrol,Manual,2,18.9,1061,67,5.0,2100.0
2013,21983,Diesel,Automatic,1,18.88,1995,184,5.0,19800.0
2013,76000,Diesel,Automatic,1,18.48,1995,177,5.0,22800.0
2016,65000,Diesel,Manual,1,25.0,1396,69.01,5.0,3360.0
2015,26000,Diesel,Manual,1,22.54,1396,88.73,5.0,7440.0
2019,11571,Petrol,Manual,1,16.8,796,34.2,8.0,4560.0
2014,81000,Diesel,Manual,1,25.2,1248,74,5.0,7320.0
2019,23154,Diesel,Manual,1,23.0,1498,98.96,5.0,13980.000000000002
2014,26856,Petrol,Automatic,1,16.5,1198,86.8,5.0,4980.0
2017,67489,Diesel,Manual,1,13.68,2393,147.8,7.0,19800.0
2008,176000,Diesel,Manual,2,10.5,2179,120,8.0,5160.0
2010,18000,Petrol,Manual,1,18.5,1197,80,5.0,2700.0
2014,63003,Diesel,Manual,1,22.32,1582,126.32,5.0,8100.0
2014,80000,Diesel,Manual,1,15.1,2179,140,7.0,11279.999999999998
2014,56658,Diesel,Manual,1,20.64,1498,108.5,5.0,6468.0
2019,18592,Diesel,Manual,1,26.59,1248,74,5.0,10212.0
2010,75695,Petrol,Manual,1,13.7,1368,88.8,5.0,2220.0
2012,82000,Diesel,Manual,2,22.9,1248,74,5.0,3000.0
2013,60000,Diesel,Manual,1,22.07,1199,73.9,5.0,5700.0
2009,138000,Petrol,Manual,2,17.0,1497,118,5.0,4200.0
2014,67000,Diesel,Manual,1,23.0,1396,90,5.0,6600.0
2012,42750,Petrol,Manual,1,17.0,1497,118,5.0,7596.0
2014,52398,Diesel,Manual,1,25.44,936,57.6,5.0,2964.0000000000005
2014,36657,Petrol,Manual,1,16.2,995,62.1,5.0,3960.0
2011,77000,Diesel,Manual,2,11.57,2179,138.1,7.0,4200.0
2014,85000,Diesel,Automatic,1,11.3,2987,254.8,7.0,46500.00000000001
2008,112500,Diesel,Automatic,1,11.5,2993,235,5.0,9588.0
2013,105072,Diesel,Manual,1,14.24,2755,174.5,7.0,15936.0
2012,80000,Petrol,Automatic,1,11.25,1995,150,5.0,11400.0
2019,3102,Diesel,Manual,1,20.37,1461,108.45,5.0,16812.0
2016,14656,Diesel,Manual,1,24.4,1120,71,5.0,8388.000000000002
2010,105000,Diesel,Automatic,2,13.2,1995,170,5.0,13200.0
2008,61000,Petrol,Automatic,2,10.8,2497,215,5.0,13200.0
2010,85046,Petrol,Manual,2,18.06,1198,75,5.0,2760.0
2014,48000,Diesel,Automatic,1,16.36,2179,187.7,5.0,31800.0
2011,55000,Diesel,Automatic,1,10.2,4367,308,7.0,80400.0
2017,4000,Petrol,Automatic,1,16.0,1368,160,5.0,21300.0
2010,94000,Petrol,Automatic,2,10.1,2354,152,5.0,5760.0
2013,61110,Petrol,Manual,1,18.6,1197,85.8,5.0,5484.0
2016,80000,Diesel,Manual,1,24.4,1120,71,5.0,4200.0
2015,43190,Diesel,Manual,1,19.01,1461,108.5,5.0,9132.000000000002
2015,45000,Diesel,Automatic,1,18.25,1968,187.74,5.0,30000.0
2016,44178,Petrol,Manual,1,18.9,1197,82,5.0,7056.0
2015,84415,Diesel,Manual,1,12.99,2494,100.6,8.0,16200.0
2015,35000,Petrol,Manual,1,18.5,1197,80,5.0,5520.0
2013,44000,Diesel,Manual,1,22.77,1498,98.59,5.0,5880.0
2012,67635,Petrol,Manual,1,17.0,1497,118,5.0,6300.000000000001
2018,18385,Petrol,Automatic,1,14.8,1497,121.36,5.0,14892.0
2014,35000,Diesel,Manual,1,22.07,1199,73.9,5.0,4560.0
2010,49000,Diesel,Automatic,1,19.27,2143,170,5.0,10740.0
2013,69000,Diesel,Manual,1,22.7,1498,89.84,5.0,8640.0
2017,23228,Petrol,Manual,1,14.4,1396,65,5.0,5400.0
2014,68462,Diesel,Manual,1,26.59,1248,74,5.0,4980.0
2016,74611,Diesel,Manual,1,25.1,1248,88.5,5.0,9528.000000000002
2014,90000,Diesel,Manual,1,19.01,1461,108.45,5.0,8700.000000000002
2016,22000,Petrol,Manual,1,18.9,998,67.1,5.0,4440.0
2010,58163,Petrol,Manual,1,0.0,1086,62,5.0,2940.0
2011,109500,Diesel,Manual,3,25.44,936,57.6,5.0,1800.0000000000002
2017,13363,Diesel,Manual,1,16.0,1997,140,7.0,14400.000000000002
2012,51000,Petrol,Manual,2,19.81,1086,68.05,5.0,2640.0
2007,103000,Diesel,Manual,1,13.93,2179,138,7.0,4320.0
2009,43002,Petrol,Manual,1,20.36,1197,78.9,5.0,2304.0
2016,108000,Diesel,Automatic,1,11.36,2755,171.5,7.0,24600.0
2010,82407,Diesel,Manual,1,17.5,1896,106,5.0,5100.0
2013,29000,Petrol,Manual,1,18.9,1197,82,5.0,3840.000000000001
2012,225000,Diesel,Manual,2,23.59,1364,112,5.0,3120.0
2014,45000,Diesel,Manual,1,23.4,1248,74,5.0,4620.000000000001
2010,93401,Diesel,Manual,1,23.0,1396,90,5.0,4175.999999999999
2017,95802,Diesel,Manual,2,25.83,1498,99,5.0,5460.0
2016,130000,Diesel,Manual,1,25.47,1248,88.50,7.0,8400.0
2013,67443,Diesel,Manual,1,20.77,1248,88.8,7.0,6900.0
2016,47681,Petrol,Automatic,1,16.8,1497,116.3,5.0,10476.0
2009,35000,Petrol,Manual,1,19.7,796,46.3,5.0,2040.0000000000002
2016,68000,Diesel,Automatic,1,10.91,3198,197,7.0,35400.0
2019,34688,Diesel,Manual,1,24.3,1248,88.5,5.0,12587.999999999998
2015,10512,Petrol,Automatic,1,8.6,2706,265,2.0,76800.0
2016,58000,Diesel,Manual,1,22.9,1248,74,5.0,9060.0
2014,40000,Petrol,Manual,1,17.57,1193,88.7,5.0,4740.0
2009,86000,Diesel,Manual,1,19.4,1422,70,5.0,3300.0
2015,45000,Diesel,Manual,1,21.43,1364,87.2,5.0,8820.0
2017,55000,Petrol,Manual,1,17.0,1198,73.75,5.0,5639.999999999999
2016,36855,Petrol,Manual,2,15.29,1591,121.3,5.0,10524.0
2013,46821,Petrol,Manual,1,20.36,1197,78.9,5.0,4104.0
2015,120000,Petrol,Manual,1,18.6,1199,76.8,5.0,3000.0
2012,29000,Diesel,Automatic,1,14.74,2993,270.9,5.0,24000.0
2014,40000,Petrol,Manual,1,13.24,1598,102.5,5.0,6300.000000000001
2013,60000,Diesel,Automatic,2,15.73,1968,174.33,5.0,17400.000000000004
2011,64984,Petrol,Automatic,1,16.95,1197,78.9,5.0,4140.000000000001
2015,73204,Petrol,Automatic,1,24.07,998,67.1,5.0,3960.0
2014,50000,Diesel,Automatic,1,11.33,4134,335.2,7.0,61200.00000000001
2017,35000,Diesel,Manual,1,24.3,1248,88.5,5.0,7800.0
2013,17729,Petrol,Manual,1,21.1,814,55.2,5.0,4380.0
2012,97000,Diesel,Manual,1,20.0,1497,115,5.0,8700.000000000002
2014,89614,Diesel,Manual,1,22.0,1582,126.2,5.0,7212.0
2015,14000,Petrol,Manual,1,18.9,998,67.1,5.0,3360.0
2012,50000,Petrol,Manual,1,17.0,1197,80,5.0,4800.0
2014,62505,Petrol,Manual,1,17.4,1497,117.3,5.0,7140.0
2011,248000,Diesel,Manual,2,12.8,2494,102,7.0,11040.0
2012,94900,Diesel,Manual,1,16.8,1493,110,5.0,6420.0
2017,55000,Diesel,Manual,1,17.6,2179,153.86,7.0,14400.000000000002
2015,53735,Diesel,Automatic,2,12.07,2967,241.4,7.0,46728.0
2008,53934,Petrol,Manual,2,18.9,998,67.1,5.0,3228.0000000000005
2013,58500,Diesel,Automatic,2,17.09,1995,218,5.0,32999.99999999999
2014,48000,Petrol,Manual,1,18.0,1198,86.7,5.0,3300.0
2016,24000,Petrol,Manual,1,24.7,796,47.3,5.0,3360.0
2016,52001,Petrol,Manual,1,17.01,1591,121.3,5.0,7740.000000000003
2018,9565,Petrol,Manual,1,23.84,1199,84,5.0,7056.0
2013,32953,Petrol,Manual,1,18.6,1197,85.8,5.0,5580.0
2014,18000,Petrol,Manual,1,21.1,814,55.2,5.0,3000.0
2018,20446,Petrol,Automatic,1,12.6,1950,191.34,5.0,61620.00000000001
2016,33016,Diesel,Manual,1,22.54,1396,88.73,5.0,8219.999999999998
2012,48000,Diesel,Manual,1,23.59,1364,67.05,5.0,6300.000000000001
2014,72022,Diesel,Manual,1,21.43,1364,87.2,5.0,11076.0
2014,34000,Diesel,Automatic,1,20.7,1496,113.98,5.0,26400.0
2014,69000,Diesel,Manual,1,20.14,1498,88.8,5.0,6228.000000000002
2009,108000,Petrol,Automatic,1,13.7,1798,157.75,5.0,5220.0
2013,34700,Diesel,Automatic,1,10.0,2148,170,5.0,29399.999999999996
2015,79000,Diesel,Manual,1,17.8,1248,75,5.0,6900.0
2016,58197,Petrol,Automatic,1,18.0,1497,117.3,5.0,11028.0
2008,66000,Petrol,Automatic,2,8.45,2979,321,5.0,12900.0
2009,60000,Petrol,Automatic,1,19.2,1197,80,5.0,3588.0000000000005
2014,57000,Diesel,Manual,1,26.59,1248,74,5.0,4668.0
2018,45555,Diesel,Manual,1,26.0,1498,98.6,5.0,14075.999999999998
2016,55137,Petrol,Manual,1,14.0,796,35,5.0,3732.0
2014,93325,Diesel,Manual,2,17.2,1968,138.1,5.0,17340.0
2018,38000,Diesel,Manual,1,24.52,1248,88.5,7.0,10440.0
2016,57738,Diesel,Manual,1,24.0,1120,70,5.0,6048.0
2017,38282,Diesel,Manual,1,28.09,1248,88.5,5.0,10200.0
2014,64000,Diesel,Automatic,1,19.27,2143,170,5.0,18780.0
2015,32000,Diesel,Manual,1,20.5,1248,91.72,5.0,6779.999999999999
2010,83000,Petrol,Automatic,1,10.93,2497,204,5.0,19800.0
2011,76000,CNG,Manual,1,26.3,998,67.1,5.0,2400.0
2012,67200,Petrol,Manual,1,15.04,1598,103.6,5.0,4680.0
2013,62655,Diesel,Automatic,1,18.88,1995,184,5.0,17400.000000000004
2015,16900,Diesel,Automatic,1,14.69,2993,258,5.0,52800.0
2017,8471,Petrol,Manual,1,18.9,1197,81.86,5.0,6000.0
2016,69000,Diesel,Automatic,1,11.36,2755,171.5,7.0,23699.999999999996
2017,30090,Diesel,Automatic,1,19.6,1461,108.45,5.0,13727.999999999996
2011,120000,Diesel,Manual,1,18.0,1248,75,5.0,2100.0
2013,23000,Diesel,Manual,1,17.8,1248,112,5.0,6720.0
2016,35939,Petrol,Manual,1,12.3,1796,185,5.0,36504.0
2013,116694,Diesel,Manual,1,15.1,2179,140,7.0,11483.999999999998
2016,40448,Diesel,Manual,1,15.96,2523,62.1,7.0,4200.0
2018,64456,Diesel,Manual,1,24.3,1248,88.5,5.0,12552.000000000002
2014,52782,Diesel,Manual,1,20.5,1248,91.72,5.0,5820.0
2016,51672,Petrol,Manual,1,19.5,1199,88.76,5.0,6816.0
2015,56073,Petrol,Automatic,1,13.7,1798,157.75,5.0,15900.0
2011,65000,Diesel,Automatic,1,14.74,2993,270.9,5.0,19200.0
2013,79000,Petrol,Manual,1,18.9,998,67.1,5.0,3600.0000000000005
2007,43206,Petrol,Manual,1,17.0,1086,112,5.0,1188.0
2010,70200,Petrol,Automatic,1,14.53,1798,138.1,5.0,6000.0
2016,42000,Petrol,Manual,1,16.1,1197,85,5.0,5700.0
2014,62000,Petrol,Manual,1,16.47,1198,74,5.0,6420.0
2017,20000,Petrol,Manual,1,18.9,1197,81.86,5.0,7176.000000000001
2011,80000,Diesel,Manual,3,21.5,1248,88.8,5.0,4200.0
2018,50234,Petrol,Manual,1,18.9,1197,81.86,5.0,5723.999999999999
2016,50003,Petrol,Manual,1,21.4,1197,83.1,5.0,6540.0
2018,1000,Petrol,Automatic,1,20.3,1199,84,5.0,8219.999999999998
2016,54897,Diesel,Automatic,1,26.59,1248,74,5.0,8760.0
2007,108995,Petrol,Manual,1,15.3,1193,65.3,5.0,1500.0
2015,73000,Diesel,Manual,1,22.7,1598,118,5.0,9900.0
2008,65000,Petrol,Manual,1,16.1,1298,88.2,5.0,3251.9999999999995
2016,32000,Petrol,Manual,1,19.1,1197,82,5.0,4320.0
2010,65000,Petrol,Manual,1,18.5,1197,80,5.0,3600.0000000000005
2016,21600,Petrol,Automatic,1,23.1,998,67.04,5.0,5580.0
2010,39000,Diesel,Automatic,1,14.84,2143,170,5.0,11400.0
2011,58075,Petrol,Manual,1,17.5,1298,85.8,5.0,3540.0
2011,58000,Petrol,Manual,1,15.04,1598,103.6,5.0,3600.0000000000005
2015,58000,Diesel,Manual,1,25.2,1248,74,5.0,7140.0
2008,89000,Petrol,Automatic,1,14.53,1798,138.1,5.0,4800.0
2008,72000,Petrol,Manual,1,13.5,1799,130,5.0,3000.0
2017,1800,Petrol,Automatic,1,16.05,1499,110.4,5.0,13644.000000000002
2010,172050,Diesel,Manual,2,19.0,1248,93,5.0,2700.0
2013,46230,Petrol,Manual,1,19.81,1086,68.05,5.0,3720.0
2014,86925,Diesel,Automatic,1,11.2,2400,215,5.0,20616.0
2018,5000,Petrol,Manual,1,18.6,1197,81.83,5.0,7800.0
2014,66000,Diesel,Manual,1,26.0,1498,98.6,5.0,6840.0
2013,119000,Diesel,Manual,1,12.99,2494,100,8.0,9600.0
2016,45000,Petrol,Manual,1,25.17,799,53.3,5.0,3120.0
2009,66149,Petrol,Manual,1,19.0,998,66.1,5.0,2940.0
2014,42070,Petrol,Automatic,1,14.8,1595,120.7,5.0,13884.000000000002
2012,35503,Petrol,Manual,1,18.9,998,67.1,5.0,2760.0
2016,41460,Diesel,Manual,1,25.2,1248,74,5.0,7080.0
2015,40600,Petrol,Automatic,1,17.0,1591,121.3,5.0,8640.0
2013,87000,Diesel,Automatic,1,22.0,1582,126.2,5.0,7080.0
2014,30000,Petrol,Manual,2,16.8,1497,116.3,5.0,7200.000000000001
2010,27089,Petrol,Manual,1,16.0,1086,66.7,5.0,2340.0
2016,53702,Diesel,Manual,1,23.59,1364,67.04,5.0,7860.0
2015,51000,Diesel,Automatic,1,27.03,1969,190,5.0,30000.0
2012,36542,Diesel,Manual,1,20.0,1399,68.05,5.0,3180.0
2017,15000,Diesel,Automatic,1,13.0,2987,265,5.0,83400.0
2012,65000,Diesel,Automatic,1,22.69,1995,190,5.0,16800.0
2014,32000,Petrol,Manual,2,22.74,796,47.3,5.0,2520.0
2017,24393,Diesel,Manual,1,13.68,2393,147.8,7.0,24480.0
2019,1000,Petrol,Manual,1,18.78,999,75,5.0,6816.0
2014,28238,Petrol,Manual,1,13.24,1598,102.5,5.0,6659.999999999999
2013,59000,Diesel,Manual,1,13.5,2477,175.56,7.0,15300.000000000002
2012,92000,Petrol,Manual,2,14.8,1799,130.2,5.0,4020.0
2013,56840,Petrol,Manual,1,22.74,796,47.3,5.0,1860.0
2013,62746,Diesel,Manual,2,20.54,1598,103.6,5.0,7080.0
2012,96000,Diesel,Automatic,1,12.35,2179,187.74,5.0,22776.0
2014,24000,Petrol,Manual,1,13.7,1997,153.86,5.0,13812.0
2016,54000,Diesel,Manual,1,20.77,1248,88.76,7.0,9300.0
2016,90000,Diesel,Manual,1,12.99,2494,100.6,7.0,16680.000000000004
2010,40000,Petrol,Manual,1,15.0,1368,90,5.0,1620.0
2015,65938,Diesel,Automatic,2,12.07,2967,241.4,7.0,45600.0
2017,16100,Petrol,Automatic,1,17.1,1591,121.4,5.0,13920.000000000002
2017,3600,Diesel,Automatic,1,21.5,1498,108.5,5.0,14699.999999999998
2011,52000,Petrol,Manual,1,17.0,1497,118,5.0,4560.0
2014,54000,Diesel,Manual,1,20.0,1399,68.05,5.0,3900.0
2016,15399,Petrol,Manual,1,18.7,1199,88.7,5.0,7680.000000000002
2012,75000,Petrol,Manual,2,16.47,1198,73.9,5.0,4740.0
2010,76752,Petrol,Manual,1,17.4,1497,117.3,5.0,4283.999999999999
2005,56000,Petrol,Manual,2,17.7,1497,78,5.0,1500.0
2015,70000,CNG,Manual,1,26.2,998,58.2,5.0,4380.0
2013,46125,Petrol,Automatic,2,12.0,2354,187.4,5.0,15000.0
2014,35000,Diesel,Automatic,2,18.12,1995,190,5.0,27600.0
2003,80000,Diesel,Manual,3,12.8,1489,35.5,5.0,1620.0
2012,62729,Diesel,Manual,1,12.05,2179,120,8.0,7584.0
2012,34000,Diesel,Manual,1,20.54,1598,103.6,5.0,4080.0000000000005
1999,70000,Petrol,Manual,2,17.3,993,60,5.0,924.0
2009,32000,Petrol,Manual,1,16.1,796,37,4.0,1080.0
2017,21000,Petrol,Automatic,1,14.28,1798,138.03,5.0,21600.0
2013,49000,Petrol,Automatic,1,14.59,1997,245,5.0,22800.0
2007,40000,Petrol,Manual,3,13.8,1299,70,5.0,1320.0
2012,78000,Petrol,Manual,2,18.6,1199,79.4,5.0,2400.0
2012,52000,Diesel,Manual,1,21.43,1364,86.79,5.0,7800.0
2014,65213,Diesel,Manual,1,16.0,2179,140,7.0,11340.0
2016,170000,Diesel,Manual,1,24.4,1120,71,5.0,4800.0
2017,36884,Diesel,Automatic,1,13.0,2143,204,5.0,38700.0
2009,62500,Petrol,Manual,1,20.36,1197,78.9,5.0,2520.0
2015,68000,Petrol,Automatic,2,14.28,1798,138.03,5.0,11700.0
2014,40748,Petrol,Manual,1,14.53,1798,138,5.0,7559.999999999999
2013,60000,Diesel,Automatic,1,17.32,1968,184,5.0,25200.000000000004
2014,12400,Diesel,Manual,1,21.9,1396,88.8,5.0,5580.0
2013,87000,Diesel,Automatic,2,19.27,2143,167.62,5.0,20400.0
2013,20248,Diesel,Manual,1,21.1,1248,73.9,5.0,5220.0
2017,52383,Diesel,Manual,1,19.67,1582,126.2,5.0,17784.0
2018,1000,Diesel,Automatic,1,13.6,1999,177,5.0,48000.0
2016,85000,Diesel,Manual,1,14.95,2489,93.7,7.0,7380.0
2014,47000,Diesel,Manual,1,12.99,2494,100.6,7.0,13500.0
2018,17585,Petrol,Automatic,1,19.16,2494,157.7,5.0,38400.0
2018,32496,Diesel,Automatic,1,13.22,2967,241.4,5.0,54743.999999999985
2017,34613,Diesel,Manual,1,28.4,1248,74,5.0,7487.999999999999
2015,153000,Diesel,Manual,1,20.77,1248,88.76,7.0,5760.0
2014,54000,Petrol,Manual,2,16.1,1197,85,5.0,5400.0
2015,16900,Petrol,Manual,1,20.36,1197,78.9,5.0,4644.0
2013,62334,Petrol,Manual,1,20.36,1197,78.9,5.0,3300.0
2018,23714,Petrol,Manual,1,21.4,1197,83.1,5.0,7883.999999999999
2010,52325,Petrol,Manual,1,16.36,1495,93.7,5.0,2400.0
2012,50000,Petrol,Manual,1,19.4,1198,86.8,5.0,4380.0
2016,55746,Diesel,Manual,1,22.9,1248,74,5.0,8340.000000000002
2014,54000,Petrol,Manual,1,20.14,1197,81.86,5.0,6600.0
